n,m,height,block_d,block_type,Lambda,Out,In,Delta,DeltaMertens
4,6144,5,4,uncertified,-8.7232312748,1.865827e-05,0.000000e+00,-1.865827e-05,-9.867837e-07
4,6148,1,4,uncertified,+8.7238821047,1.864474e-05,0.000000e+00,-1.864474e-05,-9.847506e-07
4,6152,1,4,uncertified,+8.7245325112,1.863123e-05,0.000000e+00,-1.863123e-05,-9.827213e-07
4,6156,1,4,uncertified,+8.7251824950,1.861774e-05,0.000000e+00,-1.861774e-05,-9.806957e-07
4,6160,2,4,uncertified,-26.1774961696,1.860426e-05,0.000000e+00,-1.860426e-05,-9.786739e-07
4,6164,1,4,uncertified,+8.7264811964,1.859081e-05,0.000000e+00,-1.859081e-05,-9.766558e-07
4,6168,1,4,uncertified,+8.7271299152,1.857737e-05,0.000000e+00,-1.857737e-05,-9.746414e-07
4,6172,1,4,uncertified,+8.7277782135,1.856395e-05,0.000000e+00,-1.856395e-05,-9.726307e-07
4,6176,2,4,uncertified,-8.7284260917,1.855055e-05,0.000000e+00,-1.855055e-05,-9.706237e-07
4,6180,1,4,uncertified,+8.7290735505,1.853717e-05,0.000000e+00,-1.853717e-05,-9.686204e-07
4,6184,1,4,uncertified,+8.7297205903,1.852380e-05,0.000000e+00,-1.852380e-05,-9.666208e-07
4,6188,1,4,uncertified,+8.7303672117,1.851046e-05,0.000000e+00,-1.851046e-05,-9.646249e-07
4,6192,2,4,uncertified,-17.4620268305,1.849713e-05,0.000000e+00,-1.849713e-05,-9.626326e-07
4,6196,1,4,uncertified,+8.7316592015,1.848382e-05,0.000000e+00,-1.848382e-05,-9.606440e-07
4,6200,1,4,uncertified,+8.7323045710,1.847053e-05,0.000000e+00,-1.847053e-05,-9.586591e-07
4,6204,1,4,uncertified,+8.7329495243,1.845726e-05,0.000000e+00,-1.845726e-05,-9.566777e-07
4,6208,3,4,uncertified,-8.7335940619,1.844401e-05,0.000000e+00,-1.844401e-05,-9.547001e-07
4,6212,1,4,uncertified,+8.7342381843,1.843077e-05,0.000000e+00,-1.843077e-05,-9.527260e-07
4,6216,1,4,uncertified,+8.7348818920,1.841755e-05,0.000000e+00,-1.841755e-05,-9.507556e-07
4,6220,1,4,uncertified,+8.7355251857,1.840435e-05,0.000000e+00,-1.840435e-05,-9.487887e-07
4,6224,2,4,uncertified,+0.0000000000,1.839117e-05,0.000000e+00,-1.839117e-05,-9.468255e-07
4,6228,1,4,uncertified,+8.7368105330,1.837801e-05,0.000000e+00,-1.837801e-05,-9.448658e-07
4,6232,1,4,uncertified,+8.7374525876,1.836486e-05,0.000000e+00,-1.836486e-05,-9.429098e-07
4,6236,1,4,uncertified,+8.7380942302,1.835174e-05,0.000000e+00,-1.835174e-05,-9.409573e-07
4,6240,2,4,uncertified,-61.1711482295,1.833863e-05,0.000000e+00,-1.833863e-05,-9.390084e-07
4,6244,1,4,uncertified,+8.7393762816,1.832554e-05,0.000000e+00,-1.832554e-05,-9.370630e-07
4,6248,1,4,uncertified,+8.7400166915,1.831246e-05,0.000000e+00,-1.831246e-05,-9.351212e-07
4,6252,1,4,uncertified,+8.7406566915,1.829940e-05,0.000000e+00,-1.829940e-05,-9.331829e-07
4,6256,2,4,uncertified,-8.7412962822,1.828637e-05,0.000000e+00,-1.828637e-05,-9.312481e-07
4,6260,1,4,uncertified,+8.7419354641,1.827335e-05,0.000000e+00,-1.827335e-05,-9.293169e-07
4,6264,1,4,uncertified,+8.7425742377,1.826034e-05,0.000000e+00,-1.826034e-05,-9.273892e-07
4,6268,1,4,uncertified,+8.7432126035,1.824736e-05,0.000000e+00,-1.824736e-05,-9.254650e-07
4,6272,3,4,uncertified,+8.7438505620,1.823439e-05,0.000000e+00,-1.823439e-05,-9.235442e-07
4,6276,1,4,uncertified,+8.7444881139,1.822144e-05,0.000000e+00,-1.822144e-05,-9.216270e-07
4,6280,1,4,uncertified,+8.7451252595,1.820851e-05,0.000000e+00,-1.820851e-05,-9.197133e-07
4,6284,1,4,uncertified,+8.7457619994,1.819559e-05,0.000000e+00,-1.819559e-05,-9.178030e-07
4,6288,2,4,uncertified,-8.7463983341,1.818269e-05,0.000000e+00,-1.818269e-05,-9.158962e-07
4,6292,1,4,uncertified,+8.7470342642,1.816981e-05,0.000000e+00,-1.816981e-05,-9.139929e-07
4,6296,1,4,uncertified,+8.7476697901,1.815695e-05,0.000000e+00,-1.815695e-05,-9.120930e-07
4,6300,1,4,uncertified,+8.7483049124,1.814410e-05,0.000000e+00,-1.814410e-05,-9.101965e-07
4,6304,2,4,uncertified,-8.7489396315,1.813128e-05,0.000000e+00,-1.813128e-05,-9.083035e-07
4,6308,1,4,uncertified,+8.7495739481,1.811847e-05,0.000000e+00,-1.811847e-05,-9.064139e-07
4,6312,1,4,uncertified,+8.7502078625,1.810567e-05,0.000000e+00,-1.810567e-05,-9.045277e-07
4,6316,1,4,uncertified,+8.7508413754,1.809290e-05,0.000000e+00,-1.809290e-05,-9.026449e-07
4,6320,2,4,uncertified,-8.7514744871,1.808014e-05,0.000000e+00,-1.808014e-05,-9.007656e-07
4,6324,1,4,uncertified,+8.7521071983,1.806739e-05,0.000000e+00,-1.806739e-05,-8.988896e-07
4,6328,1,4,uncertified,+8.7527395094,1.805467e-05,0.000000e+00,-1.805467e-05,-8.970170e-07
4,6332,1,4,uncertified,+8.7533714210,1.804196e-05,0.000000e+00,-1.804196e-05,-8.951478e-07
4,6336,3,4,uncertified,-17.5080058670,1.802927e-05,0.000000e+00,-1.802927e-05,-8.932820e-07
4,6340,1,4,uncertified,+8.7546340474,1.801660e-05,0.000000e+00,-1.801660e-05,-8.914195e-07
4,6344,1,4,uncertified,+8.7552647633,1.800394e-05,0.000000e+00,-1.800394e-05,-8.895604e-07
4,6348,1,4,uncertified,+8.7558950816,1.799130e-05,0.000000e+00,-1.799130e-05,-8.877046e-07
4,6352,2,4,uncertified,+0.0000000000,1.797868e-05,0.000000e+00,-1.797868e-05,-8.858521e-07
4,6356,1,4,uncertified,+8.7571545277,1.796607e-05,0.000000e+00,-1.796607e-05,-8.840030e-07
4,6360,1,4,uncertified,+8.7577836563,1.795348e-05,0.000000e+00,-1.795348e-05,-8.821572e-07
4,6364,1,4,uncertified,+8.7584123895,1.794091e-05,0.000000e+00,-1.794091e-05,-8.803148e-07
4,6368,2,4,uncertified,-8.7590407275,1.792835e-05,0.000000e+00,-1.792835e-05,-8.784756e-07
4,6372,1,4,uncertified,+8.7596686710,1.791581e-05,0.000000e+00,-1.791581e-05,-8.766398e-07
4,6376,1,4,uncertified,+8.7602962205,1.790329e-05,0.000000e+00,-1.790329e-05,-8.748072e-07
4,6380,1,4,uncertified,+8.7609233763,1.789079e-05,0.000000e+00,-1.789079e-05,-8.729779e-07
4,6384,2,4,uncertified,-26.2846504174,1.787830e-05,0.000000e+00,-1.787830e-05,-8.711519e-07
4,6388,1,4,uncertified,+8.7621765093,1.786583e-05,0.000000e+00,-1.786583e-05,-8.693292e-07
4,6392,1,4,uncertified,+8.7628024874,1.785337e-05,0.000000e+00,-1.785337e-05,-8.675097e-07
4,6396,1,4,uncertified,+8.7634280740,1.784093e-05,0.000000e+00,-1.784093e-05,-8.656935e-07
4,6400,4,4,uncertified,+26.2921598080,1.782851e-05,0.000000e+00,-1.782851e-05,-8.638805e-07
4,6404,1,4,uncertified,+8.7646780741,1.781610e-05,0.000000e+00,-1.781610e-05,-8.620708e-07
4,6408,1,4,uncertified,+8.7653024887,1.780371e-05,0.000000e+00,-1.780371e-05,-8.602643e-07
4,6412,1,4,uncertified,+8.7659265137,1.779134e-05,0.000000e+00,-1.779134e-05,-8.584610e-07
4,6416,2,4,uncertified,+0.0000000000,1.777898e-05,0.000000e+00,-1.777898e-05,-8.566610e-07
4,6420,1,4,uncertified,+8.7671733967,1.776664e-05,0.000000e+00,-1.776664e-05,-8.548641e-07
4,6424,1,4,uncertified,+8.7677962556,1.775432e-05,0.000000e+00,-1.775432e-05,-8.530705e-07
4,6428,1,4,uncertified,+8.7684187269,1.774201e-05,0.000000e+00,-1.774201e-05,-8.512800e-07
4,6432,2,4,uncertified,-26.3071224326,1.772972e-05,0.000000e+00,-1.772972e-05,-8.494928e-07
4,6436,1,4,uncertified,+8.7696625081,1.771744e-05,0.000000e+00,-1.771744e-05,-8.477087e-07
4,6440,1,4,uncertified,+8.7702838191,1.770519e-05,0.000000e+00,-1.770519e-05,-8.459278e-07
4,6444,1,4,uncertified,+8.7709047443,1.769294e-05,0.000000e+00,-1.769294e-05,-8.441501e-07
4,6448,2,4,uncertified,-8.7715252842,1.768072e-05,0.000000e+00,-1.768072e-05,-8.423755e-07
4,6452,1,4,uncertified,+8.7721454392,1.766851e-05,0.000000e+00,-1.766851e-05,-8.406041e-07
4,6456,1,4,uncertified,+8.7727652099,1.765631e-05,0.000000e+00,-1.765631e-05,-8.388358e-07
4,6460,1,4,uncertified,+8.7733845968,1.764413e-05,0.000000e+00,-1.764413e-05,-8.370707e-07
4,6464,3,4,uncertified,-8.7740036002,1.763197e-05,0.000000e+00,-1.763197e-05,-8.353086e-07
4,6468,1,4,uncertified,+8.7746222207,1.761982e-05,0.000000e+00,-1.761982e-05,-8.335498e-07
4,6472,1,4,uncertified,+8.7752404587,1.760769e-05,0.000000e+00,-1.760769e-05,-8.317940e-07
4,6476,1,4,uncertified,+8.7758583148,1.759558e-05,0.000000e+00,-1.759558e-05,-8.300413e-07
4,6480,2,4,uncertified,-35.1059031574,1.758348e-05,0.000000e+00,-1.758348e-05,-8.282918e-07
4,6484,1,4,uncertified,+8.7770928829,1.757140e-05,0.000000e+00,-1.757140e-05,-8.265453e-07
4,6488,1,4,uncertified,+8.7777095958,1.755933e-05,0.000000e+00,-1.755933e-05,-8.248020e-07
4,6492,1,4,uncertified,+8.7783259286,1.754728e-05,0.000000e+00,-1.754728e-05,-8.230617e-07
4,6496,2,4,uncertified,-26.3368256455,1.753524e-05,0.000000e+00,-1.753524e-05,-8.213244e-07
4,6500,1,4,uncertified,+8.7795574559,1.752322e-05,0.000000e+00,-1.752322e-05,-8.195903e-07
4,6504,1,4,uncertified,+8.7801726512,1.751122e-05,0.000000e+00,-1.751122e-05,-8.178592e-07
4,6508,1,4,uncertified,+8.7807874683,1.749923e-05,0.000000e+00,-1.749923e-05,-8.161312e-07
4,6512,2,4,uncertified,-8.7814019077,1.748726e-05,0.000000e+00,-1.748726e-05,-8.144062e-07
4,6516,1,4,uncertified,+8.7820159697,1.747530e-05,0.000000e+00,-1.747530e-05,-8.126842e-07
4,6520,1,4,uncertified,+8.7826296549,1.746336e-05,0.000000e+00,-1.746336e-05,-8.109653e-07
4,6524,1,4,uncertified,+8.7832429637,1.745144e-05,0.000000e+00,-1.745144e-05,-8.092494e-07
4,6528,3,4,uncertified,+17.5677117933,1.743953e-05,0.000000e+00,-1.743953e-05,-8.075366e-07
4,6532,1,4,uncertified,+8.7844684541,1.742763e-05,0.000000e+00,-1.742763e-05,-8.058267e-07
4,6536,1,4,uncertified,+8.7850806365,1.741575e-05,0.000000e+00,-1.741575e-05,-8.041199e-07
4,6540,1,4,uncertified,+8.7856924445,1.740389e-05,0.000000e+00,-1.740389e-05,-8.024160e-07
4,6544,2,4,uncertified,+0.0000000000,1.739204e-05,0.000000e+00,-1.739204e-05,-8.007151e-07
4,6548,1,4,uncertified,+8.7869149385,1.738021e-05,0.000000e+00,-1.738021e-05,-7.990173e-07
4,6552,1,4,uncertified,+8.7875256255,1.736839e-05,0.000000e+00,-1.736839e-05,-7.973224e-07
4,6556,1,4,uncertified,+8.7881359399,1.735659e-05,0.000000e+00,-1.735659e-05,-7.956305e-07
4,6560,2,4,uncertified,-26.3662376458,1.734480e-05,0.000000e+00,-1.734480e-05,-7.939415e-07
4,6564,1,4,uncertified,+8.7893554522,1.733303e-05,0.000000e+00,-1.733303e-05,-7.922555e-07
4,6568,1,4,uncertified,+8.7899646511,1.732127e-05,0.000000e+00,-1.732127e-05,-7.905724e-07
4,6572,1,4,uncertified,+8.7905734792,1.730953e-05,0.000000e+00,-1.730953e-05,-7.888923e-07
4,6576,2,4,uncertified,-8.7911819367,1.729780e-05,0.000000e+00,-1.729780e-05,-7.872152e-07
4,6580,1,4,uncertified,+8.7917900243,1.728609e-05,0.000000e+00,-1.728609e-05,-7.855409e-07
4,6584,1,4,uncertified,+8.7923977424,1.727440e-05,0.000000e+00,-1.727440e-05,-7.838696e-07
4,6588,1,4,uncertified,+8.7930050913,1.726271e-05,0.000000e+00,-1.726271e-05,-7.822012e-07
4,6592,3,4,uncertified,-8.7936120716,1.725105e-05,0.000000e+00,-1.725105e-05,-7.805358e-07
4,6596,1,4,uncertified,+8.7942186837,1.723940e-05,0.000000e+00,-1.723940e-05,-7.788732e-07
4,6600,1,4,uncertified,+8.7948249280,1.722776e-05,0.000000e+00,-1.722776e-05,-7.772135e-07
4,6604,1,4,uncertified,+8.7954308050,1.721614e-05,0.000000e+00,-1.721614e-05,-7.755568e-07
4,6608,2,4,uncertified,-8.7960363152,1.720454e-05,0.000000e+00,-1.720454e-05,-7.739029e-07
4,6612,1,4,uncertified,+8.7966414589,1.719294e-05,0.000000e+00,-1.719294e-05,-7.722519e-07
4,6616,1,4,uncertified,+8.7972462367,1.718137e-05,0.000000e+00,-1.718137e-05,-7.706037e-07
4,6620,1,4,uncertified,+8.7978506489,1.716981e-05,0.000000e+00,-1.716981e-05,-7.689585e-07
4,6624,2,4,uncertified,-43.9922734803,1.715826e-05,0.000000e+00,-1.715826e-05,-7.673161e-07
4,6628,1,4,uncertified,+8.7990583785,1.714673e-05,0.000000e+00,-1.714673e-05,-7.656765e-07
4,6632,1,4,uncertified,+8.7996616968,1.713521e-05,0.000000e+00,-1.713521e-05,-7.640398e-07
4,6636,1,4,uncertified,+8.8002646513,1.712371e-05,0.000000e+00,-1.712371e-05,-7.624059e-07
4,6640,2,4,uncertified,-8.8008672425,1.711222e-05,0.000000e+00,-1.711222e-05,-7.607749e-07
4,6644,1,4,uncertified,+8.8014694707,1.710075e-05,0.000000e+00,-1.710075e-05,-7.591467e-07
4,6648,1,4,uncertified,+8.8020713365,1.708929e-05,0.000000e+00,-1.708929e-05,-7.575213e-07
4,6652,1,4,uncertified,+8.8026728403,1.707785e-05,0.000000e+00,-1.707785e-05,-7.558988e-07
4,6656,4,4,uncertified,+8.8032739825,1.706642e-05,0.000000e+00,-1.706642e-05,-7.542790e-07
4,6660,1,4,uncertified,+8.8038747635,1.705501e-05,0.000000e+00,-1.705501e-05,-7.526621e-07
4,6664,1,4,uncertified,+8.8044751838,1.704361e-05,0.000000e+00,-1.704361e-05,-7.510479e-07
4,6668,1,4,uncertified,+8.8050752439,1.703222e-05,0.000000e+00,-1.703222e-05,-7.494366e-07
4,6672,2,4,uncertified,-8.8056749440,1.702085e-05,0.000000e+00,-1.702085e-05,-7.478280e-07
4,6676,1,4,uncertified,+8.8062742848,1.700950e-05,0.000000e+00,-1.700950e-05,-7.462222e-07
4,6680,1,4,uncertified,+8.8068732665,1.699816e-05,0.000000e+00,-1.699816e-05,-7.446192e-07
4,6684,1,4,uncertified,+8.8074718897,1.698683e-05,0.000000e+00,-1.698683e-05,-7.430190e-07
4,6688,2,4,uncertified,-26.4242104643,1.697552e-05,0.000000e+00,-1.697552e-05,-7.414215e-07
4,6692,1,4,uncertified,+8.8086680621,1.696422e-05,0.000000e+00,-1.696422e-05,-7.398268e-07
4,6696,1,4,uncertified,+8.8092656122,1.695293e-05,0.000000e+00,-1.695293e-05,-7.382348e-07
4,6700,1,4,uncertified,+8.8098628054,1.694166e-05,0.000000e+00,-1.694166e-05,-7.366455e-07
4,6704,2,4,uncertified,+0.0000000000,1.693041e-05,0.000000e+00,-1.693041e-05,-7.350590e-07
4,6708,1,4,uncertified,+8.8110561229,1.691917e-05,0.000000e+00,-1.691917e-05,-7.334753e-07
4,6712,1,4,uncertified,+8.8116522481,1.690794e-05,0.000000e+00,-1.690794e-05,-7.318942e-07
4,6716,1,4,uncertified,+8.8122480182,1.689673e-05,0.000000e+00,-1.689673e-05,-7.303159e-07
4,6720,3,4,uncertified,-17.6256868670,1.688553e-05,0.000000e+00,-1.688553e-05,-7.287403e-07
4,6724,1,4,uncertified,+8.8134384945,1.687434e-05,0.000000e+00,-1.687434e-05,-7.271674e-07
4,6728,1,4,uncertified,+8.8140332017,1.686317e-05,0.000000e+00,-1.686317e-05,-7.255972e-07
4,6732,1,4,uncertified,+8.8146275553,1.685202e-05,0.000000e+00,-1.685202e-05,-7.240297e-07
4,6736,2,4,uncertified,+0.0000000000,1.684088e-05,0.000000e+00,-1.684088e-05,-7.224648e-07
4,6740,1,4,uncertified,+8.8158152039,1.682975e-05,0.000000e+00,-1.682975e-05,-7.209027e-07
4,6744,1,4,uncertified,+8.8164084997,1.681863e-05,0.000000e+00,-1.681863e-05,-7.193433e-07
4,6748,1,4,uncertified,+8.8170014437,1.680753e-05,0.000000e+00,-1.680753e-05,-7.177865e-07
4,6752,2,4,uncertified,-8.8175940363,1.679645e-05,0.000000e+00,-1.679645e-05,-7.162323e-07
4,6756,1,4,uncertified,+8.8181862779,1.678538e-05,0.000000e+00,-1.678538e-05,-7.146809e-07
4,6760,1,4,uncertified,+8.8187781690,1.677432e-05,0.000000e+00,-1.677432e-05,-7.131321e-07
4,6764,1,4,uncertified,+8.8193697100,1.676327e-05,0.000000e+00,-1.676327e-05,-7.115859e-07
4,6768,2,4,uncertified,-17.6399218026,1.675224e-05,0.000000e+00,-1.675224e-05,-7.100424e-07
4,6772,1,4,uncertified,+8.8205517433,1.674123e-05,0.000000e+00,-1.674123e-05,-7.085015e-07
4,6776,1,4,uncertified,+8.8211422363,1.673022e-05,0.000000e+00,-1.673022e-05,-7.069633e-07
4,6780,1,4,uncertified,+8.8217323809,1.671924e-05,0.000000e+00,-1.671924e-05,-7.054276e-07
4,6784,3,4,uncertified,+0.0000000000,1.670826e-05,0.000000e+00,-1.670826e-05,-7.038946e-07
4,6788,1,4,uncertified,+8.8229116264,1.669730e-05,0.000000e+00,-1.669730e-05,-7.023642e-07
4,6792,1,4,uncertified,+8.8235007280,1.668635e-05,0.000000e+00,-1.668635e-05,-7.008365e-07
4,6796,1,4,uncertified,+8.8240894828,1.667542e-05,0.000000e+00,-1.667542e-05,-6.993113e-07
4,6800,2,4,uncertified,-17.6493557823,1.666450e-05,0.000000e+00,-1.666450e-05,-6.977887e-07
4,6804,1,4,uncertified,+8.8252659535,1.665359e-05,0.000000e+00,-1.665359e-05,-6.962687e-07
4,6808,1,4,uncertified,+8.8258536703,1.664270e-05,0.000000e+00,-1.664270e-05,-6.947513e-07
4,6812,1,4,uncertified,+8.8264410418,1.663182e-05,0.000000e+00,-1.663182e-05,-6.932365e-07
4,6816,2,4,uncertified,-26.4810842055,1.662095e-05,0.000000e+00,-1.662095e-05,-6.917242e-07
4,6820,1,4,uncertified,+8.8276147508,1.661010e-05,0.000000e+00,-1.661010e-05,-6.902146e-07
4,6824,1,4,uncertified,+8.8282010892,1.659926e-05,0.000000e+00,-1.659926e-05,-6.887074e-07
4,6828,1,4,uncertified,+8.8287870839,1.658844e-05,0.000000e+00,-1.658844e-05,-6.872029e-07
4,6832,2,4,uncertified,-8.8293727355,1.657762e-05,0.000000e+00,-1.657762e-05,-6.857009e-07
4,6836,1,4,uncertified,+8.8299580442,1.656683e-05,0.000000e+00,-1.656683e-05,-6.842014e-07
4,6840,1,4,uncertified,+8.8305430106,1.655604e-05,0.000000e+00,-1.655604e-05,-6.827045e-07
4,6844,1,4,uncertified,+8.8311276350,1.654527e-05,0.000000e+00,-1.654527e-05,-6.812101e-07
4,6848,3,4,uncertified,-8.8317119178,1.653451e-05,0.000000e+00,-1.653451e-05,-6.797182e-07
4,6852,1,4,uncertified,+8.8322958594,1.652377e-05,0.000000e+00,-1.652377e-05,-6.782289e-07
4,6856,1,4,uncertified,+8.8328794603,1.651303e-05,0.000000e+00,-1.651303e-05,-6.767421e-07
4,6860,1,4,uncertified,+8.8334627207,1.650232e-05,0.000000e+00,-1.650232e-05,-6.752578e-07
4,6864,2,4,uncertified,-26.5021369235,1.649161e-05,0.000000e+00,-1.649161e-05,-6.737760e-07
4,6868,1,4,uncertified,+8.8346282220,1.648092e-05,0.000000e+00,-1.648092e-05,-6.722967e-07
4,6872,1,4,uncertified,+8.8352104637,1.647024e-05,0.000000e+00,-1.647024e-05,-6.708199e-07
4,6876,1,4,uncertified,+8.8357923665,1.645958e-05,0.000000e+00,-1.645958e-05,-6.693456e-07
4,6880,2,4,uncertified,-26.5091217928,1.644892e-05,0.000000e+00,-1.644892e-05,-6.678738e-07
4,6884,1,4,uncertified,+8.8369551573,1.643828e-05,0.000000e+00,-1.643828e-05,-6.664045e-07
4,6888,1,4,uncertified,+8.8375360461,1.642766e-05,0.000000e+00,-1.642766e-05,-6.649377e-07
4,6892,1,4,uncertified,+8.8381165976,1.641705e-05,0.000000e+00,-1.641705e-05,-6.634733e-07
4,6896,2,4,uncertified,+0.0000000000,1.640645e-05,0.000000e+00,-1.640645e-05,-6.620114e-07
4,6900,1,4,uncertified,+8.8392766906,1.639586e-05,0.000000e+00,-1.639586e-05,-6.605519e-07
4,6904,1,4,uncertified,+8.8398562328,1.638529e-05,0.000000e+00,-1.638529e-05,-6.590949e-07
4,6908,1,4,uncertified,+8.8404354393,1.637472e-05,0.000000e+00,-1.637472e-05,-6.576404e-07
4,6912,4,4,uncertified,+53.0460858629,1.636418e-05,0.000000e+00,-1.636418e-05,-6.561883e-07
4,6916,1,4,uncertified,+8.8415928468,1.635364e-05,0.000000e+00,-1.635364e-05,-6.547386e-07
4,6920,1,4,uncertified,+8.8421710486,1.634312e-05,0.000000e+00,-1.634312e-05,-6.532914e-07
4,6924,1,4,uncertified,+8.8427489163,1.633261e-05,0.000000e+00,-1.633261e-05,-6.518466e-07
4,6928,2,4,uncertified,+0.0000000000,1.632212e-05,0.000000e+00,-1.632212e-05,-6.504042e-07
4,6932,1,4,uncertified,+8.8439036508,1.631163e-05,0.000000e+00,-1.631163e-05,-6.489642e-07
4,6936,1,4,uncertified,+8.8444805185,1.630116e-05,0.000000e+00,-1.630116e-05,-6.475267e-07
4,6940,1,4,uncertified,+8.8450570535,1.629071e-05,0.000000e+00,-1.629071e-05,-6.460915e-07
4,6944,2,4,uncertified,-26.5368997690,1.628026e-05,0.000000e+00,-1.628026e-05,-6.446588e-07
4,6948,1,4,uncertified,+8.8462091274,1.626983e-05,0.000000e+00,-1.626983e-05,-6.432285e-07
4,6952,1,4,uncertified,+8.8467846669,1.625941e-05,0.000000e+00,-1.625941e-05,-6.418005e-07
4,6956,1,4,uncertified,+8.8473598755,1.624900e-05,0.000000e+00,-1.624900e-05,-6.403750e-07
4,6960,2,4,uncertified,-26.5438042600,1.623861e-05,0.000000e+00,-1.623861e-05,-6.389518e-07
4,6964,1,4,uncertified,+8.8485093009,1.622823e-05,0.000000e+00,-1.622823e-05,-6.375310e-07
4,6968,1,4,uncertified,+8.8490835185,1.621786e-05,0.000000e+00,-1.621786e-05,-6.361126e-07
4,6972,1,4,uncertified,+8.8496574066,1.620750e-05,0.000000e+00,-1.620750e-05,-6.346965e-07
4,6976,3,4,uncertified,-8.8502309656,1.619716e-05,0.000000e+00,-1.619716e-05,-6.332828e-07
4,6980,1,4,uncertified,+8.8508041958,1.618683e-05,0.000000e+00,-1.618683e-05,-6.318715e-07
4,6984,1,4,uncertified,+8.8513770975,1.617651e-05,0.000000e+00,-1.617651e-05,-6.304625e-07
4,6988,1,4,uncertified,+8.8519496713,1.616621e-05,0.000000e+00,-1.616621e-05,-6.290559e-07
4,6992,2,4,uncertified,-8.8525219173,1.615592e-05,0.000000e+00,-1.615592e-05,-6.276516e-07
4,6996,1,4,uncertified,+8.8530938361,1.614564e-05,0.000000e+00,-1.614564e-05,-6.262496e-07
4,7000,1,4,uncertified,+8.8536654280,1.613537e-05,0.000000e+00,-1.613537e-05,-6.248500e-07
4,7004,1,4,uncertified,+8.8542366934,1.612511e-05,0.000000e+00,-1.612511e-05,-6.234527e-07
4,7008,2,4,uncertified,-26.5644228978,1.611487e-05,0.000000e+00,-1.611487e-05,-6.220577e-07
4,7012,1,4,uncertified,+8.8553782460,1.610464e-05,0.000000e+00,-1.610464e-05,-6.206651e-07
4,7016,1,4,uncertified,+8.8559485341,1.609442e-05,0.000000e+00,-1.609442e-05,-6.192747e-07
4,7020,1,4,uncertified,+8.8565184970,1.608421e-05,0.000000e+00,-1.608421e-05,-6.178867e-07
4,7024,2,4,uncertified,+0.0000000000,1.607402e-05,0.000000e+00,-1.607402e-05,-6.165010e-07
4,7028,1,4,uncertified,+8.8576574493,1.606384e-05,0.000000e+00,-1.606384e-05,-6.151175e-07
4,7032,1,4,uncertified,+8.8582264394,1.605367e-05,0.000000e+00,-1.605367e-05,-6.137364e-07
4,7036,1,4,uncertified,+8.8587951059,1.604351e-05,0.000000e+00,-1.604351e-05,-6.123576e-07
4,7040,3,4,uncertified,+17.7187268983,1.603337e-05,0.000000e+00,-1.603337e-05,-6.109810e-07
4,7044,1,4,uncertified,+8.8599314696,1.602324e-05,0.000000e+00,-1.602324e-05,-6.096067e-07
4,7048,1,4,uncertified,+8.8604991676,1.601312e-05,0.000000e+00,-1.601312e-05,-6.082347e-07
4,7052,1,4,uncertified,+8.8610665435,1.600301e-05,0.000000e+00,-1.600301e-05,-6.068650e-07
4,7056,2,4,uncertified,-31.0157175919,1.599292e-05,0.000000e+00,-1.599292e-05,-6.054975e-07
4,7060,1,4,uncertified,+8.8622003305,1.598283e-05,0.000000e+00,-1.598283e-05,-6.041323e-07
4,7064,1,4,uncertified,+8.8627667423,1.597276e-05,0.000000e+00,-1.597276e-05,-6.027693e-07
4,7068,1,4,uncertified,+8.8633328334,1.596270e-05,0.000000e+00,-1.596270e-05,-6.014086e-07
4,7072,2,4,uncertified,-26.5916958130,1.595265e-05,0.000000e+00,-1.595265e-05,-6.000501e-07
4,7076,1,4,uncertified,+8.8644640553,1.594262e-05,0.000000e+00,-1.594262e-05,-5.986939e-07
4,7080,1,4,uncertified,+8.8650291867,1.593260e-05,0.000000e+00,-1.593260e-05,-5.973399e-07
4,7084,1,4,uncertified,+8.8655939989,1.592259e-05,0.000000e+00,-1.592259e-05,-5.959882e-07
4,7088,2,4,uncertified,+0.0000000000,1.591259e-05,0.000000e+00,-1.591259e-05,-5.946386e-07
4,7092,1,4,uncertified,+8.8667226672,1.590260e-05,0.000000e+00,-1.590260e-05,-5.932913e-07
4,7096,1,4,uncertified,+8.8672865240,1.589263e-05,0.000000e+00,-1.589263e-05,-5.919462e-07
4,7100,1,4,uncertified,+8.8678500630,1.588266e-05,0.000000e+00,-1.588266e-05,-5.906034e-07
4,7104,3,4,uncertified,-17.7368265693,1.587271e-05,0.000000e+00,-1.587271e-05,-5.892627e-07
4,7108,1,4,uncertified,+8.8689761893,1.586277e-05,0.000000e+00,-1.586277e-05,-5.879242e-07
4,7112,1,4,uncertified,+8.8695387772,1.585285e-05,0.000000e+00,-1.585285e-05,-5.865880e-07
4,7116,1,4,uncertified,+8.8701010488,1.584293e-05,0.000000e+00,-1.584293e-05,-5.852539e-07
4,7120,2,4,uncertified,-8.8706630044,1.583303e-05,0.000000e+00,-1.583303e-05,-5.839220e-07
4,7124,1,4,uncertified,+8.8712246444,1.582313e-05,0.000000e+00,-1.582313e-05,-5.825923e-07
4,7128,1,4,uncertified,+8.8717859692,1.581325e-05,0.000000e+00,-1.581325e-05,-5.812648e-07
4,7132,1,4,uncertified,+8.8723469790,1.580339e-05,0.000000e+00,-1.580339e-05,-5.799395e-07
4,7136,2,4,uncertified,-8.8729076743,1.579353e-05,0.000000e+00,-1.579353e-05,-5.786163e-07
